 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY01,MEAN_INTENSITY02,MEAN_INTENSITY03,MEAN_INTENSITY04,MEAN_INTENSITY05,MEAN_INTENSITY06,MEAN_INTENSITY07,MEAN_INTENSITY08,MEAN_INTENSITY09,MEAN_INTENSITY10,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
11890,ID4615992,4615992,426,0.415,73.982,79.430,0,1841,1841,2.500,1,610.842,611.261,620.939,618.656,None,None,None,None,None,None,-10921639,610.842,610.863,610.250,611.327,22601.140,0.262,8.421,1.239E-4,0.577
11891,ID4616813,4616813,426,0.425,74.306,79.809,0,1842,1842,2.500,1,610.886,611.686,620.803,618.603,None,None,None,None,None,None,-10921639,610.886,610.901,610.141,611.386,22602.784,0.297,4.425,1.643E-4,0.675
11892,ID4616263,4616263,426,0.422,74.269,79.817,0,1843,1843,2.500,1,610.884,610.602,620.816,617.416,None,None,None,None,None,None,-10921639,610.884,610.906,610.141,611.361,22602.713,0.290,4.428,1.612E-4,0.680
11893,ID4616539,4616539,426,0.425,74.045,79.393,0,1844,1844,2.500,1,610.852,611.113,620.987,617.257,None,None,None,None,None,None,-10921639,610.852,610.883,610.174,611.271,22601.508,0.273,8.425,1.322E-4,0.591
11894,ID4617096,4617096,426,0.424,74.099,79.333,0,1845,1845,2.500,1,610.857,611.031,621.002,617.489,None,None,None,None,None,None,-10921639,610.857,610.888,610.158,611.275,22601.714,0.276,8.419,1.372E-4,0.607
11895,ID4617377,4617377,426,0.418,74.113,79.390,0,1846,1846,2.500,1,610.858,610.544,621.016,616.529,None,None,None,None,None,None,-10921639,610.858,610.886,610.165,611.279,22601.745,0.273,8.418,1.344E-4,0.601
11896,ID4617650,4617650,426,0.410,74.126,79.453,0,1847,1847,2.500,1,610.862,610.117,621.035,616.523,None,None,None,None,None,None,-10921639,610.862,610.914,610.169,611.296,22601.907,0.266,8.412,1.337E-4,0.613
11897,ID4617933,4617933,426,0.419,74.019,79.343,0,1848,1848,2.500,1,610.881,610.674,621.061,616.461,None,None,None,None,None,None,-10921639,610.881,610.913,610.166,611.334,22602.599,0.268,8.402,1.462E-4,0.666
11898,ID4618210,4618210,426,0.425,73.976,79.174,0,1849,1849,2.500,1,610.887,610.148,621.079,616.454,None,None,None,None,None,None,-10921639,610.887,610.934,610.193,611.347,22602.810,0.270,8.406,1.522E-4,0.690
11899,ID4618920,4618920,426,0.436,74.011,79.065,0,1850,1850,2.500,1,610.908,610.213,621.086,615.638,None,None,None,None,None,None,-10921639,610.908,610.970,610.210,611.346,22603.587,0.269,8.420,1.650E-4,0.750
11900,ID4618499,4618499,426,0.445,73.960,79.027,0,1851,1851,2.500,1,610.916,609.752,621.100,615.218,None,None,None,None,None,None,-10921639,610.916,610.966,610.220,611.360,22603.895,0.268,8.431,1.706E-4,0.777
11901,ID4618876,4618876,426,0.449,73.911,79.084,0,1852,1852,2.500,1,610.931,610.193,621.116,615.515,None,None,None,None,None,None,-10921639,610.931,610.969,610.218,611.396,22604.458,0.266,8.425,1.822E-4,0.838
11902,ID4619361,4619361,426,0.450,74.004,79.059,0,1853,1853,2.500,1,610.935,610.148,621.124,615.405,None,None,None,None,None,None,-10921639,610.935,610.976,610.231,611.423,22604.595,0.271,8.428,1.850E-4,0.834
11903,ID4619644,4619644,426,0.457,74.082,79.157,0,1854,1854,2.500,1,610.934,610.059,621.131,615.526,None,None,None,None,None,None,-10921639,610.934,610.973,610.207,611.419,22604.560,0.284,8.417,1.880E-4,0.809
11904,ID4619934,4619934,426,0.457,74.073,79.159,0,1855,1855,2.500,1,610.939,609.830,621.140,615.465,None,None,None,None,None,None,-10921639,610.939,610.979,610.210,611.433,22604.741,0.289,8.422,1.910E-4,0.806
11905,ID4620235,4620235,426,0.459,74.046,79.141,0,1856,1856,2.500,1,610.943,610.018,621.137,614.089,None,None,None,None,None,None,-10921639,610.943,610.973,610.227,611.439,22604.874,0.289,8.420,1.931E-4,0.816
11906,ID4620535,4620535,426,0.455,74.092,79.142,0,1857,1857,2.500,1,610.949,609.649,621.153,613.821,None,None,None,None,None,None,-10921639,610.949,610.986,610.238,611.463,22605.127,0.288,8.419,1.940E-4,0.825
11907,ID4621040,4621040,426,0.456,74.127,79.120,0,1858,1858,2.500,1,610.958,610.156,621.165,614.167,None,None,None,None,None,None,-10921639,610.958,611.014,610.224,611.475,22605.456,0.286,8.424,1.964E-4,0.838
11908,ID4622074,4622074,426,0.451,74.066,79.090,0,1859,1859,2.500,1,610.962,609.903,621.177,614.857,None,None,None,None,None,None,-10921639,610.962,611.015,610.197,611.483,22605.605,0.280,8.422,1.914E-4,0.834
11909,ID4621183,4621183,426,0.455,74.049,79.034,0,1860,1860,2.500,1,610.960,610.166,621.180,613.437,None,None,None,None,None,None,-10921639,610.960,611.012,610.155,611.477,22605.510,0.285,8.433,1.937E-4,0.830
11910,ID4621454,4621454,426,0.447,74.038,78.999,0,1861,1861,2.500,1,610.962,609.612,621.196,614.044,None,None,None,None,None,None,-10921639,610.962,611.013,610.183,611.474,22605.576,0.274,8.437,1.946E-4,0.869
11911,ID4621173,4621173,426,0.455,73.963,78.983,0,1862,1862,2.500,1,610.978,609.629,621.206,613.784,None,None,None,None,None,None,-10921639,610.978,611.025,610.210,611.494,22606.189,0.276,8.430,2.056E-4,0.912
11912,ID4622374,4622374,426,0.462,73.999,78.975,0,1863,1863,2.500,1,610.984,610.127,621.217,614.275,None,None,None,None,None,None,-10921639,610.984,611.024,610.237,611.481,22606.392,0.274,8.413,2.108E-4,0.939
11913,ID4624135,4624135,426,0.459,73.979,79.025,0,1864,1864,2.500,1,610.981,609.566,621.217,614.200,None,None,None,None,None,None,-10921639,610.981,611.038,610.223,611.415,22606.297,0.272,8.411,2.116E-4,0.950
11914,ID4622959,4622959,426,0.463,74.024,79.061,0,1865,1865,2.500,1,610.990,609.391,621.221,613.536,None,None,None,None,None,None,-10921639,610.990,611.044,610.241,611.450,22606.647,0.275,8.414,2.163E-4,0.961
11915,ID4622667,4622667,426,0.466,74.030,79.049,0,1866,1866,2.500,1,610.990,609.349,621.233,614.227,None,None,None,None,None,None,-10921639,610.990,611.044,610.282,611.437,22606.644,0.275,8.410,2.211E-4,0.984
11916,ID4623546,4623546,426,0.469,74.064,79.043,0,1867,1867,2.500,1,611.007,609.792,621.235,614.261,None,None,None,None,None,None,-10921639,611.007,611.044,610.272,611.458,22607.261,0.279,4.433,2.280E-4,1.000
11917,ID4623842,4623842,426,0.464,74.096,79.043,0,1868,1868,2.500,1,611.005,609.486,621.234,613.655,None,None,None,None,None,None,-10921639,611.005,611.046,610.312,611.435,22607.188,0.275,4.433,2.210E-4,0.982
11918,ID4624436,4624436,426,0.468,74.065,78.925,0,1869,1869,2.500,1,611.012,610.180,621.245,614.068,None,None,None,None,None,None,-10921639,611.012,611.039,610.275,611.509,22607.451,0.285,4.426,2.252E-4,0.966
11919,ID4623244,4623244,426,0.472,74.116,79.081,0,1870,1870,2.500,1,611.007,610.016,621.241,614.427,None,None,None,None,None,None,-10921639,611.007,611.058,610.271,611.504,22607.277,0.292,4.418,2.249E-4,0.940
11920,ID4624729,4624729,426,0.476,74.133,79.018,0,1871,1871,2.500,1,611.006,610.073,621.241,614.825,None,None,None,None,None,None,-10921639,611.006,611.068,610.251,611.521,22607.234,0.303,4.415,2.308E-4,0.931
11921,ID4625751,4625751,426,0.467,74.106,78.923,0,1872,1872,2.500,1,611.001,610.660,621.234,614.939,None,None,None,None,None,None,-10921639,611.001,611.060,610.285,611.504,22607.052,0.289,4.419,2.275E-4,0.961
11922,ID4625677,4625677,426,0.464,74.094,78.961,0,1873,1873,2.500,1,610.991,609.593,621.223,614.809,None,None,None,None,None,None,-10921639,610.991,611.046,610.329,611.490,22606.669,0.284,4.409,2.258E-4,0.973
11923,ID4625022,4625022,426,0.470,74.117,78.993,0,1874,1874,2.500,1,610.997,609.596,621.224,616.143,None,None,None,None,None,None,-10921639,610.997,611.044,610.346,611.495,22606.903,0.284,4.410,2.308E-4,0.993
11924,ID4625316,4625316,426,0.477,74.081,78.892,0,1875,1875,2.500,1,610.997,609.511,621.207,615.696,None,None,None,None,None,None,-10921639,610.997,611.050,610.328,611.519,22606.900,0.293,4.411,2.344E-4,0.977
11925,ID4626179,4626179,426,0.480,74.102,79.024,0,1876,1876,2.500,1,610.995,610.183,621.185,615.652,None,None,None,None,None,None,-10921639,610.995,611.048,610.280,611.541,22606.820,0.298,4.405,2.393E-4,0.980
11926,ID4626768,4626768,426,0.473,74.078,78.967,0,1877,1877,2.500,1,610.993,609.661,621.178,616.831,None,None,None,None,None,None,-10921639,610.993,611.063,610.270,611.585,22606.751,0.301,4.412,2.429E-4,0.985
11927,ID4626481,4626481,426,0.478,74.140,79.006,0,1878,1878,2.500,1,611.005,609.912,621.164,616.928,None,None,None,None,None,None,-10921639,611.005,611.069,610.243,611.608,22607.172,0.304,4.415,2.538E-4,1.019
11928,ID4627056,4627056,426,0.485,74.114,79.051,0,1879,1879,2.500,1,611.010,610.149,621.150,616.618,None,None,None,None,None,None,-10921639,611.010,611.072,610.267,611.611,22607.356,0.303,4.416,2.608E-4,1.050
11929,ID4627338,4627338,426,0.485,74.115,78.974,0,1880,1880,2.500,1,611.010,610.601,621.138,616.935,None,None,None,None,None,None,-10921639,611.010,611.058,610.304,611.683,22607.364,0.306,4.419,2.665E-4,1.064
11930,ID4627895,4627895,426,0.491,74.091,78.973,0,1881,1881,2.500,1,611.007,610.427,621.128,617.556,None,None,None,None,None,None,-10921639,611.007,611.035,610.335,611.689,22607.262,0.305,4.418,2.705E-4,1.082
11931,ID4627613,4627613,426,0.496,74.032,79.023,0,1882,1882,2.500,1,611.004,610.073,621.115,617.576,None,None,None,None,None,None,-10921639,611.004,611.032,610.346,611.680,22607.155,0.305,4.417,2.777E-4,1.114
11932,ID4628452,4628452,426,0.501,74.100,79.004,0,1883,1883,2.500,1,611.009,610.135,621.105,618.052,None,None,None,None,None,None,-10921639,611.009,611.028,610.312,611.679,22607.322,0.313,4.414,2.826E-4,1.102
11933,ID4628173,4628173,426,0.510,74.098,78.970,0,1884,1884,2.500,1,611.013,610.842,621.093,619.448,None,None,None,None,None,None,-10921639,611.013,611.034,610.325,611.675,22607.479,0.316,4.419,2.927E-4,1.133
11934,ID4628729,4628729,426,0.501,74.080,79.003,0,1885,1885,2.500,1,611.006,610.386,621.073,619.984,None,None,None,None,None,None,-10921639,611.006,611.032,610.335,611.661,22607.208,0.310,4.419,2.852E-4,1.125
11935,ID4629007,4629007,426,0.493,74.072,78.976,0,1886,1886,2.500,1,611.001,610.429,621.049,619.415,None,None,None,None,None,None,-10921639,611.001,611.020,610.335,611.673,22607.053,0.310,4.427,2.828E-4,1.113
11936,ID4629291,4629291,426,0.497,74.117,79.021,0,1887,1887,2.500,1,610.997,610.135,621.033,620.356,None,None,None,None,None,None,-10921639,610.997,611.012,610.362,611.659,22606.886,0.314,4.424,2.823E-4,1.098
11937,ID4629574,4629574,426,0.499,74.206,79.069,0,1888,1888,2.500,1,611.005,610.641,621.012,620.142,None,None,None,None,None,None,-10921639,611.005,611.011,610.369,611.697,22607.201,0.322,4.424,2.893E-4,1.099
11938,ID4630713,4630713,426,0.502,74.209,79.061,0,1889,1889,2.500,1,611.000,610.842,621.002,622.594,None,None,None,None,None,None,-10921639,611.000,610.992,610.345,611.689,22606.993,0.327,4.422,2.912E-4,1.088
11939,ID4630421,4630421,426,0.508,74.209,79.088,0,1890,1890,2.500,1,611.003,610.587,620.982,622.480,None,None,None,None,None,None,-10921639,611.003,610.988,610.328,611.741,22607.124,0.337,4.428,2.976E-4,1.080
11940,ID4629854,4629854,426,0.505,74.291,79.002,0,1891,1891,2.500,1,611.004,610.759,620.956,623.748,None,None,None,None,None,None,-10921639,611.004,610.996,610.295,611.784,22607.143,0.347,4.424,2.984E-4,1.050
11941,ID4630100,4630100,426,0.510,74.283,79.018,0,1892,1892,2.500,1,611.005,611.290,620.921,623.017,None,None,None,None,None,None,-10921639,611.005,611.006,610.277,611.777,22607.179,0.346,4.415,3.034E-4,1.071
11942,ID4630997,4630997,426,0.501,74.308,79.070,0,1893,1893,2.500,1,610.996,611.202,620.891,624.093,None,None,None,None,None,None,-10921639,610.996,610.999,610.324,611.767,22606.835,0.337,4.415,2.971E-4,1.076
11943,ID4631282,4631282,426,0.505,74.318,79.060,0,1894,1894,2.500,1,610.987,610.949,620.856,623.366,None,None,None,None,None,None,-10921639,610.987,610.967,610.328,611.753,22606.532,0.331,4.415,2.952E-4,1.090
11944,ID4631570,4631570,426,0.508,74.334,79.159,0,1895,1895,2.500,1,610.989,611.071,620.837,624.832,None,None,None,None,None,None,-10921639,610.989,610.948,610.278,611.747,22606.599,0.333,4.418,3.011E-4,1.104
11945,ID4631857,4631857,426,0.508,74.301,79.141,0,1896,1896,2.500,1,610.983,610.915,620.802,625.293,None,None,None,None,None,None,-10921639,610.983,610.933,610.290,611.717,22606.380,0.332,4.418,3.007E-4,1.105
11946,ID4632154,4632154,426,0.509,74.352,79.007,0,1897,1897,2.500,1,610.992,610.988,620.778,625.988,None,None,None,None,None,None,-10921639,610.992,610.966,610.294,611.726,22606.711,0.334,4.423,3.030E-4,1.107
11947,ID4633057,4633057,426,0.510,74.346,78.958,0,1898,1898,2.500,1,610.993,610.510,620.737,625.877,None,None,None,None,None,None,-10921639,610.993,610.982,610.294,611.734,22606.729,0.334,4.425,3.006E-4,1.099
11948,ID4632374,4632374,426,0.514,74.344,78.969,0,1899,1899,2.500,1,610.999,610.329,620.719,626.252,None,None,None,None,None,None,-10921639,610.999,610.991,610.313,611.735,22606.949,0.330,4.429,3.039E-4,1.126
11949,ID4633195,4633195,426,0.514,74.312,78.978,0,1900,1900,2.500,1,611.004,611.233,620.686,627.145,None,None,None,None,None,None,-10921639,611.004,610.984,610.300,611.732,22607.142,0.327,4.426,3.093E-4,1.157
11950,ID4632730,4632730,426,0.516,74.235,78.936,0,1901,1901,2.500,1,610.998,611.060,620.642,626.617,None,None,None,None,None,None,-10921639,610.998,611.013,610.297,611.740,22606.918,0.327,4.427,3.085E-4,1.151
11951,ID4633596,4633596,426,0.522,74.215,79.006,0,1902,1902,2.500,1,611.000,610.935,620.610,628.043,None,None,None,None,None,None,-10921639,611.000,610.983,610.270,611.769,22607.002,0.331,4.434,3.180E-4,1.175
11952,ID4633876,4633876,426,0.520,74.200,79.007,0,1903,1903,2.500,1,611.000,611.322,620.574,628.079,None,None,None,None,None,None,-10921639,611.000,610.991,610.260,611.761,22607.000,0.324,4.439,3.179E-4,1.199
11953,ID4634149,4634149,426,0.527,74.181,79.049,0,1904,1904,2.500,1,610.997,610.652,620.540,627.376,None,None,None,None,None,None,-10921639,610.997,610.981,610.254,611.730,22606.895,0.323,4.438,3.231E-4,1.221
11954,ID4634947,4634947,426,0.528,74.185,79.086,0,1905,1905,2.500,1,610.996,611.646,620.512,628.310,None,None,None,None,None,None,-10921639,610.996,610.971,610.291,611.734,22606.855,0.318,4.437,3.213E-4,1.235
11955,ID4634679,4634679,426,0.530,74.169,79.126,0,1906,1906,2.500,1,610.990,611.800,620.487,627.783,None,None,None,None,None,None,-10921639,610.990,610.959,610.275,611.783,22606.647,0.322,4.433,3.256E-4,1.235
11956,ID4634410,4634410,426,0.526,74.150,79.095,0,1907,1907,2.500,1,610.985,612.093,620.460,628.328,None,None,None,None,None,None,-10921639,610.985,610.952,610.247,611.777,22606.448,0.319,4.438,3.209E-4,1.228
11957,ID4635479,4635479,426,0.531,74.211,78.998,0,1908,1908,2.500,1,610.975,611.446,620.436,629.044,None,None,None,None,None,None,-10921639,610.975,610.953,610.212,611.782,22606.063,0.329,4.436,3.205E-4,1.191
11958,ID4635210,4635210,426,0.531,74.177,78.987,0,1909,1909,2.500,1,610.972,611.559,620.397,629.008,None,None,None,None,None,None,-10921639,610.972,610.950,610.155,611.772,22605.980,0.331,4.439,3.217E-4,1.185
11959,ID4635751,4635751,426,0.528,74.109,79.022,0,1910,1910,2.500,1,610.967,611.171,620.368,628.671,None,None,None,None,None,None,-10921639,610.967,610.962,610.128,611.755,22605.790,0.329,4.435,3.186E-4,1.184
11960,ID4636025,4636025,426,0.536,74.063,78.933,0,1911,1911,2.500,1,610.967,611.590,620.351,629.287,None,None,None,None,None,None,-10921639,610.967,610.976,610.145,611.784,22605.782,0.328,4.440,3.199E-4,1.190
11961,ID4636568,4636568,426,0.533,74.049,78.959,0,1912,1912,2.500,1,610.958,611.971,620.324,629.750,None,None,None,None,None,None,-10921639,610.958,610.977,610.100,611.787,22605.431,0.335,4.444,3.179E-4,1.158
11962,ID4637663,4637663,426,0.532,74.045,78.928,0,1913,1913,2.500,1,610.950,612.213,620.290,629.095,None,None,None,None,None,None,-10921639,610.950,610.968,610.117,611.717,22605.144,0.329,4.444,3.133E-4,1.162
11963,ID4636964,4636964,426,0.539,74.039,78.895,0,1914,1914,2.500,1,610.951,612.076,620.262,629.071,None,None,None,None,None,None,-10921639,610.951,610.973,610.114,611.691,22605.187,0.331,4.445,3.226E-4,1.192
11964,ID4636294,4636294,426,0.529,74.040,78.887,0,1915,1915,2.500,1,610.944,611.952,620.235,628.547,None,None,None,None,None,None,-10921639,610.944,610.964,610.090,611.693,22604.944,0.330,4.450,3.094E-4,1.147
11965,ID4636908,4636908,426,0.529,74.006,78.849,0,1916,1916,2.500,1,610.943,612.795,620.226,628.168,None,None,None,None,None,None,-10921639,610.943,610.954,610.123,611.639,22604.873,0.319,4.453,3.056E-4,1.171
11966,ID4637390,4637390,426,0.529,74.030,78.938,0,1917,1917,2.500,1,610.928,612.210,620.214,628.094,None,None,None,None,None,None,-10921639,610.928,610.948,610.089,611.669,22604.335,0.331,4.453,2.998E-4,1.108
11967,ID4637937,4637937,426,0.530,74.041,78.995,0,1918,1918,2.500,1,610.924,612.046,620.199,627.672,None,None,None,None,None,None,-10921639,610.924,610.891,610.056,611.650,22604.178,0.334,4.453,2.925E-4,1.070
11968,ID4638220,4638220,426,0.518,74.028,78.967,0,1919,1919,2.500,1,610.915,612.121,620.195,627.774,None,None,None,None,None,None,-10921639,610.915,610.899,610.073,611.640,22603.852,0.329,4.455,2.874E-4,1.066
11969,ID4638776,4638776,426,0.504,74.017,78.930,0,1920,1920,2.500,1,610.903,612.037,620.193,626.805,None,None,None,None,None,None,-10921639,610.903,610.918,610.066,611.593,22603.418,0.320,4.457,2.749E-4,1.051
11970,ID4638505,4638505,426,0.511,73.966,78.900,0,1921,1921,2.500,1,610.899,612.020,620.189,627.400,None,None,None,None,None,None,-10921639,610.899,610.918,610.058,611.603,22603.263,0.321,4.453,2.733E-4,1.039
11971,ID4639063,4639063,426,0.508,74.003,78.883,0,1922,1922,2.500,1,610.893,611.829,620.183,625.961,None,None,None,None,None,None,-10921639,610.893,610.927,610.035,611.633,22603.030,0.324,4.450,2.682E-4,1.010
11972,ID4639346,4639346,426,0.503,73.883,78.988,0,1923,1923,2.500,1,610.885,611.242,620.184,626.013,None,None,None,None,None,None,-10921639,610.885,610.916,610.015,611.620,22602.749,0.314,4.449,2.637E-4,1.026
11973,ID4639930,4639930,426,0.502,73.912,79.071,0,1924,1924,2.500,1,610.887,612.088,620.195,625.913,None,None,None,None,None,None,-10921639,610.887,610.870,610.018,611.663,22602.835,0.321,4.449,2.687E-4,1.021
11974,ID4639638,4639638,426,0.502,73.904,79.127,0,1925,1925,2.500,1,610.886,611.666,620.194,624.398,None,None,None,None,None,None,-10921639,610.886,610.864,610.030,611.659,22602.798,0.320,4.452,2.739E-4,1.044
11975,ID4640207,4640207,426,0.500,73.898,79.045,0,1926,1926,2.500,1,610.888,611.977,620.214,624.630,None,None,None,None,None,None,-10921639,610.888,610.866,609.988,611.632,22602.852,0.317,4.448,2.710E-4,1.043
11976,ID4640494,4640494,426,0.508,73.908,79.068,0,1927,1927,2.500,1,610.888,611.723,620.213,624.341,None,None,None,None,None,None,-10921639,610.888,610.880,609.971,611.642,22602.838,0.323,4.446,2.774E-4,1.050
11977,ID4641839,4641839,426,0.506,73.922,78.992,0,1928,1928,2.500,1,610.883,612.263,620.217,624.596,None,None,None,None,None,None,-10921639,610.883,610.871,609.974,611.636,22602.662,0.326,4.447,2.785E-4,1.044
11978,ID4642171,4642171,426,0.499,73.937,78.937,0,1929,1929,2.500,1,610.877,611.649,620.222,623.572,None,None,None,None,None,None,-10921639,610.877,610.877,609.981,611.657,22602.456,0.324,4.451,2.759E-4,1.038
11979,ID4641059,4641059,426,0.498,73.959,78.861,0,1930,1930,2.500,1,610.880,611.239,620.227,622.618,None,None,None,None,None,None,-10921639,610.880,610.877,609.999,611.713,22602.546,0.327,4.453,2.771E-4,1.035
11980,ID4640785,4640785,426,0.491,73.938,79.004,0,1931,1931,2.500,1,610.874,611.974,620.236,622.386,None,None,None,None,None,None,-10921639,610.874,610.884,610.052,611.676,22602.331,0.315,4.452,2.748E-4,1.067
11981,ID4641457,4641457,426,0.479,74.064,78.937,0,1932,1932,2.500,1,610.866,612.031,620.245,621.500,None,None,None,None,None,None,-10921639,610.866,610.901,610.004,611.678,22602.042,0.319,4.455,2.696E-4,1.033
11982,ID4641412,4641412,426,0.486,74.040,79.058,0,1933,1933,2.500,1,610.858,611.138,620.254,621.915,None,None,None,None,None,None,-10921639,610.858,610.884,609.979,611.648,22601.748,0.321,4.453,2.681E-4,1.020
11983,ID4642448,4642448,426,0.478,74.051,79.048,0,1934,1934,2.500,1,610.857,612.331,620.264,621.408,None,None,None,None,None,None,-10921639,610.857,610.896,610.049,611.622,22601.694,0.314,4.461,2.644E-4,1.029
11984,ID4642728,4642728,426,0.473,74.118,79.046,0,1935,1935,2.500,1,610.847,611.896,620.274,621.500,None,None,None,None,None,None,-10921639,610.847,610.881,609.988,611.641,22601.328,0.325,4.456,2.600E-4,0.976
11985,ID4643535,4643535,426,0.465,74.207,79.026,0,1936,1936,2.500,1,610.834,611.116,620.277,620.824,None,None,None,None,None,None,-10921639,610.834,610.873,609.955,611.659,22600.863,0.332,4.459,2.516E-4,0.926
11986,ID4643268,4643268,426,0.474,74.239,79.151,0,1937,1937,2.500,1,610.840,611.404,620.290,620.019,None,None,None,None,None,None,-10921639,610.840,610.878,609.938,611.690,22601.095,0.345,4.464,2.560E-4,0.905
11987,ID4643815,4643815,426,0.477,74.230,79.077,0,1938,1938,2.500,1,610.844,611.615,620.302,619.939,None,None,None,None,None,None,-10921639,610.844,610.840,609.962,611.656,22601.219,0.337,4.469,2.554E-4,0.925
11988,ID4644095,4644095,426,0.477,74.225,79.016,0,1939,1939,2.500,1,610.842,611.315,620.315,619.418,None,None,None,None,None,None,-10921639,610.842,610.861,609.978,611.658,22601.157,0.336,4.468,2.543E-4,0.924
11989,ID4643000,4643000,426,0.479,74.269,79.111,0,1940,1940,2.500,1,610.843,611.648,620.324,618.699,None,None,None,None,None,None,-10921639,610.843,610.873,609.959,611.658,22601.198,0.347,4.469,2.552E-4,0.898
11990,ID4644365,4644365,426,0.471,74.223,79.161,0,1941,1941,2.500,1,610.835,611.111,620.341,618.771,None,None,None,None,None,None,-10921639,610.835,610.865,609.950,611.635,22600.902,0.339,4.466,2.448E-4,0.882
11991,ID4644643,4644643,426,0.459,74.175,79.281,0,1942,1942,2.500,1,610.829,610.966,620.350,618.382,None,None,None,None,None,None,-10921639,610.829,610.865,609.983,611.645,22600.664,0.334,4.462,2.430E-4,0.889
11992,ID4644923,4644923,426,0.467,74.214,79.264,0,1943,1943,2.500,1,610.828,611.910,620.360,619.056,None,None,None,None,None,None,-10921639,610.828,610.875,609.992,611.604,22600.639,0.338,4.458,2.432E-4,0.879
11993,ID4645191,4645191,426,0.463,74.230,79.392,0,1944,1944,2.500,1,610.821,611.223,620.359,618.117,None,None,None,None,None,None,-10921639,610.821,610.868,610.013,611.589,22600.370,0.337,4.460,2.371E-4,0.859
11994,ID4645737,4645737,426,0.460,74.210,79.455,0,1945,1945,2.500,1,610.815,612.162,620.364,617.204,None,None,None,None,None,None,-10921639,610.815,610.877,610.027,611.590,22600.138,0.338,4.462,2.318E-4,0.837
11995,ID4645996,4645996,426,0.457,74.141,79.602,0,1946,1946,2.500,1,610.838,611.023,620.410,617.116,None,None,None,None,None,None,-10921639,610.838,610.897,610.030,611.529,22601.022,0.306,4.434,2.409E-4,0.961
11996,ID4646825,4646825,426,0.456,74.129,79.732,0,1947,1947,2.500,1,610.840,611.174,620.420,616.807,None,None,None,None,None,None,-10921639,610.840,610.904,609.994,611.512,22601.076,0.304,4.431,2.385E-4,0.958
11997,ID4646278,4646278,426,0.454,74.095,79.803,0,1948,1948,2.500,1,610.832,610.735,620.430,616.361,None,None,None,None,None,None,-10921639,610.832,610.882,609.957,611.493,22600.769,0.301,4.430,2.320E-4,0.942
11998,ID4645467,4645467,426,0.444,74.072,79.787,0,1949,1949,2.500,1,610.826,610.127,620.442,616.013,None,None,None,None,None,None,-10921639,610.826,610.867,610.000,611.489,22600.570,0.293,4.433,2.231E-4,0.930
11999,ID4646561,4646561,426,0.447,74.053,79.880,0,1950,1950,2.500,1,610.832,610.622,620.451,616.320,None,None,None,None,None,None,-10921639,610.832,610.842,610.023,611.481,22600.784,0.291,4.425,2.236E-4,0.939
12000,ID4647106,4647106,426,0.449,74.065,79.905,0,1951,1951,2.500,1,610.835,609.885,620.455,615.226,None,None,None,None,None,None,-10921639,610.835,610.859,610.065,611.487,22600.897,0.293,4.424,2.204E-4,0.920
12001,ID4647379,4647379,426,0.453,74.065,79.925,0,1952,1952,2.500,1,610.847,610.627,620.464,615.228,None,None,None,None,None,None,-10921639,610.847,610.886,610.093,611.477,22601.334,0.288,4.428,2.309E-4,0.979
12002,ID4647926,4647926,426,0.460,74.110,79.823,0,1953,1953,2.500,1,610.851,610.591,620.481,615.015,None,None,None,None,None,None,-10921639,610.851,610.861,610.110,611.478,22601.481,0.288,4.432,2.406E-4,1.019
12003,ID4647650,4647650,426,0.463,74.104,79.847,0,1954,1954,2.500,1,610.851,610.412,620.492,615.186,None,None,None,None,None,None,-10921639,610.851,610.880,610.113,611.462,22601.501,0.284,4.426,2.395E-4,1.031
12004,ID4649306,4649306,426,0.459,74.115,79.888,0,1955,1955,2.500,1,610.847,609.662,620.500,615.121,None,None,None,None,None,None,-10921639,610.847,610.914,610.108,611.438,22601.341,0.282,4.422,2.409E-4,1.045
12005,ID4648203,4648203,426,0.459,74.078,79.891,0,1956,1956,2.500,1,610.852,610.088,620.502,614.671,None,None,None,None,None,None,-10921639,610.852,610.901,610.136,611.469,22601.527,0.284,4.419,2.413E-4,1.037
12006,ID4648468,4648468,426,0.457,74.157,79.879,0,1957,1957,2.500,1,610.852,611.196,620.513,615.034,None,None,None,None,None,None,-10921639,610.852,610.897,610.113,611.488,22601.512,0.288,4.420,2.390E-4,1.012
12007,ID4648743,4648743,426,0.446,74.134,79.933,0,1958,1958,2.500,1,610.836,610.269,620.519,614.817,None,None,None,None,None,None,-10921639,610.836,610.882,610.107,611.487,22600.931,0.286,4.421,2.283E-4,0.975
12008,ID4649020,4649020,426,0.445,74.207,79.959,0,1959,1959,2.500,1,610.840,609.751,620.522,614.411,None,None,None,None,None,None,-10921639,610.840,610.879,610.135,611.492,22601.066,0.287,4.424,2.262E-4,0.962
12009,ID4649577,4649577,426,0.448,74.230,79.866,0,1960,1960,2.500,1,610.843,610.706,620.529,614.674,None,None,None,None,None,None,-10921639,610.843,610.888,610.159,611.514,22601.195,0.290,4.425,2.273E-4,0.959
